alignment,combat,durability,eye_color,gender,hair_color,height,id,image,intelligence,name,ocuppation,power,publisher,race,speed,strength,weight
good,75,100,Red,-,-,185 cm,584,https://www.superherodb.com/pictures2/portraits/10/100/121.jpg,75,Shadow King,-,100,Marvel Comics,null,27,12,149 kg
good,80,20,Black,Female,Black,173 cm,585,https://www.superherodb.com/pictures2/portraits/10/100/1195.jpg,63,Shadow Lass,-,79,DC Comics,Talokite,67,10,54 kg
good,70,25,Hazel,Female,Brown,168 cm,586,https://www.superherodb.com/pictures2/portraits/10/100/122.jpg,88,Shadowcat,"Teacher, Adventurer, former student",69,Marvel Comics,Mutant,21,8,50 kg
good,100,50,Brown,Male,Black,178 cm,587,https://www.superherodb.com/pictures2/portraits/10/100/454.jpg,63,Shang-Chi,-,29,Marvel Comics,Human,30,12,79 kg
good,84,64,Brown,Male,Red,191 cm,588,https://www.superherodb.com/pictures2/portraits/10/100/124.jpg,63,Shatterstar,Warrior,49,Marvel Comics,null,45,48,88 kg
good,70,100,Green,Female,Green,201 cm,589,https://www.superherodb.com/pictures2/portraits/10/100/125.jpg,81,She-Hulk,"Lawyer, Magistra of the Living Tribunal",40,Marvel Comics,Human,42,100,315 kg
good,65,80,Blue,Female,No Hair,183 cm,590,https://www.superherodb.com/pictures2/portraits/10/100/461.jpg,69,She-Thing,"Prisoner, former adventurer, wrestler, stuntwoman, scuba diver, motorcycle performer",23,Ms Marvel II,Human / Radiation,21,72,153 kg
bad,56,70,Brown,Male,Brown,175 cm,591,https://www.superherodb.com/pictures2/portraits/10/100/19.jpg,63,Shocker,"Professional thief, hired assassin",79,Marvel Comics,Human,23,10,79 kg
good,42,28,Yellow / Blue,Female,Black,173 cm,592,https://www.superherodb.com/pictures2/portraits/10/100/1319.jpg,50,Shriek,"Former partner of Carnage, Carrion (Malcolm McBride), Demogoblin and Doppelganger). Before she became Shriek, she was a rock band groupie and drug dealer.",45,Marvel Comics,null,23,10,52 kg
good,null,null,-,Female,-,0 cm,593,https://www.superherodb.com/pictures2/portraits/10/100/1188.jpg,null,Shrinking Violet,-,null,DC Comics,null,null,null,0 kg
good,70,80,Blue,Female,Black,188 cm,594,https://www.superherodb.com/pictures2/portraits/10/100/1533.jpg,63,Sif,-,100,Marvel Comics,Asgardian,67,90,191 kg
good,65,70,Brown,Female,Black,0 cm,595,https://www.superherodb.com/pictures2/portraits/10/100/10495.jpg,75,Silk,"Vigilante, intern at Fact Channel News, adventurer; former student",71,Marvel Comics,Human,71,48,0 kg
good,null,null,-,Female,-,0 cm,596,https://www.superherodb.com/pictures2/portraits/10/100/1057.jpg,null,Silk Spectre,-,null,DC Comics,null,null,null,0 kg
good,null,null,-,Female,-,0 cm,597,https://www.superherodb.com/pictures2/portraits/10/100/1058.jpg,null,Silk Spectre II,-,null,DC Comics,null,null,51,0 kg
good,32,90,White,Male,No Hair,193 cm,598,https://www.superherodb.com/pictures2/portraits/10/100/127.jpg,56,Silver Surfer,"Adventurer, formerly Galactus' Herald",100,Marvel Comics,Alien,100,100,101 kg
good,42,42,Brown,Female,Black,157 cm,599,https://www.superherodb.com/pictures2/portraits/10/100/1019.jpg,50,Silverclaw,"University student, adventurer",34,Marvel Comics,null,35,28,50 kg
good,60,55,Bown,Male,Black,0 cm,600,https://www.superherodb.com/pictures2/portraits/10/100/10649.jpg,56,Simon Baz,-,100,DC Comics,Human,42,90,0 kg
neutral,55,64,Black,Male,Black,201 cm,601,https://www.superherodb.com/pictures2/portraits/10/100/781.jpg,75,Sinestro,-,100,DC Comics,Korugaran,53,85,92 kg
bad,60,60,Blue,Female,Purple,175 cm,602,https://www.superherodb.com/pictures2/portraits/10/100/1387.jpg,56,Siren,-,92,DC Comics,Atlantean,79,62,72 kg
bad,null,null,Black,Female,-,0 cm,603,https://www.superherodb.com/pictures2/portraits/10/100/1386.jpg,null,Siren II,-,null,DC Comics,null,null,null,0 kg
bad,42,28,Blue,Female,Strawberry Blond,168 cm,604,https://www.superherodb.com/pictures2/portraits/10/100/833.jpg,38,Siryn,(current) Adventurer (former) Professional Criminal,50,Marvel Comics,null,47,8,52 kg
good,85,90,Green,Male,Black,198 cm,605,https://www.superherodb.com/pictures2/portraits/10/100/1341.jpg,50,Skaar,Warrior,69,Marvel Comics,null,27,85,180 kg
bad,null,null,-,Male,-,0 cm,606,https://www.superherodb.com/pictures2/portraits/10/100/10437.jpg,null,Snake-Eyes,-,null,Marvel Comics,Animal,null,null,0 kg
good,52,42,White,Female,Blond,178 cm,607,https://www.superherodb.com/pictures2/portraits/10/100/130.jpg,50,Snowbird,"Goddess, adventurer, former records officer",70,Marvel Comics,null,27,32,49 kg
good,56,46,White,Male,No Hair,0 cm,608,https://www.superherodb.com/pictures2/portraits/10/100/1166.jpg,50,Sobek,-,20,DC Comics,null,23,34,0 kg
bad,30,100,Black,Male,White,279 cm,609,https://www.superherodb.com/pictures2/portraits/10/100/782.jpg,9,Solomon Grundy,-,92,DC Comics,Zombie,13,93,437 kg
good,56,42,Green,Female,Red / White,165 cm,610,https://www.superherodb.com/pictures2/portraits/10/100/131.jpg,75,Songbird,Adventurer; former criminal and wrestler,55,Marvel Comics,null,27,36,65 kg
good,80,40,-,Male,-,188 cm,611,https://www.superherodb.com/pictures2/portraits/10/100/1505.jpg,38,Space Ghost,-,95,DC Comics,Human,33,18,113 kg
good,95,90,Brown,Male,Black,211 cm,612,https://www.superherodb.com/pictures2/portraits/10/100/842.jpg,75,Spawn,-,100,Image Comics,Demon,50,60,405 kg
good,70,100,White,Male,No Hair,0 cm,613,https://www.superherodb.com/pictures2/portraits/10/100/784.jpg,88,Spectre,-,100,Aztar,God / Eternal,100,100,0 kg
good,null,null,-,Male,-,0 cm,614,https://www.superherodb.com/pictures2/portraits/10/100/132.jpg,null,Speedball,"Student, superhero",null,Penance II,null,null,null,0 kg
good,70,20,Green,Female,Brown,0 cm,615,https://www.superherodb.com/pictures2/portraits/10/100/10558.jpg,50,Speedy,Nightclub Owner,26,DC Comics,Human,33,6,0 kg
good,null,null,-,Male,-,0 cm,616,https://www.superherodb.com/pictures2/portraits/10/100/1015.jpg,null,Speedy,-,null,Arsenal,Human,null,null,0 kg
bad,null,null,-,Male,-,0 cm,617,https://www.superherodb.com/pictures2/portraits/10/100/957.jpg,null,Spider-Carnage,-,null,Scarlet Spider,Symbiote,null,69,0 kg
good,75,65,Blue,Female,Brown,170 cm,618,https://www.superherodb.com/pictures2/portraits/10/100/480.jpg,63,Spider-Girl,-,53,Marvel Comics,Human,60,38,54 kg
good,70,70,Blue,Female,Blond,165 cm,619,https://www.superherodb.com/pictures2/portraits/10/100/10507.jpg,75,Spider-Gwen,-,66,Marvel Comics,Human,63,55,56 kg
good,85,75,Hazel,Male,Brown,178 cm,620,https://www.superherodb.com/pictures2/portraits/10/100/133.jpg,90,Spider-Man,"Freelance photographer, teacher",74,Marvel Comics,Human,67,55,74 kg
good,null,null,Red,-,Brown,178 cm,621,https://www.superherodb.com/pictures2/portraits/10/100/479.jpg,null,Spider-Man,"CEO of Alchemax Corporation, Executive Assistant",null,Marvel Comics,Human,null,57,77 kg
good,null,null,Brown,Male,Black,157 cm,622,https://www.superherodb.com/pictures2/portraits/10/100/10647.jpg,null,Spider-Man,"Student, adventurer, vigilante",null,Marvel Comics,Human,null,58,56 kg
good,70,60,Green,Female,Black,178 cm,623,https://www.superherodb.com/pictures2/portraits/10/100/481.jpg,56,Spider-Woman,"Form agent of HYDRA, former bounty hunter, private investigator, adventurer",68,Marvel Comics,Human,42,42,59 kg
good,null,null,-,Female,-,0 cm,624,https://www.superherodb.com/pictures2/portraits/10/100/483.jpg,null,Spider-Woman II,-,null,Marvel Comics,null,null,null,0 kg
good,28,42,Brown,Female,Brown,173 cm,625,https://www.superherodb.com/pictures2/portraits/10/100/482.jpg,50,Spider-Woman III,-,60,Marvel Comics,null,27,48,55 kg
bad,null,null,Red,Female,White,178 cm,626,https://www.superherodb.com/pictures2/portraits/10/100/883.jpg,null,Spider-Woman IV,"Fashion designer, professional criminal",null,Marvel Comics,null,null,null,58 kg
good,40,40,Brown,Male,Black,185 cm,627,https://www.superherodb.com/pictures2/portraits/10/100/10566.jpg,81,Spock,-,56,Star Trek,Human-Vulcan,17,18,81 kg
good,30,60,Brown,Male,Blond,183 cm,628,https://www.superherodb.com/pictures2/portraits/10/100/1455.jpg,50,Spyke,-,48,Marvel Comics,Mutant,17,12,83 kg
good,null,null,-,Female,-,0 cm,629,https://www.superherodb.com/pictures2/portraits/10/100/485.jpg,null,Stacy X,-,null,Marvel Comics,null,null,null,0 kg
good,70,50,Blue,Male,Blond,188 cm,630,https://www.superherodb.com/pictures2/portraits/10/100/10015.jpg,69,Star-Lord,Adventurer; Royal Prince of Spartax,25,Marvel Comics,Human-Spartoi,33,20,79 kg
good,85,110,-,Male,-,0 cm,631,https://www.superherodb.com/pictures2/portraits/10/100/1052.jpg,88,Stardust,Herald of Galactus,100,Marvel Comics,null,100,85,0 kg
good,70,85,Green,Female,Auburn,193 cm,632,https://www.superherodb.com/pictures2/portraits/10/100/786.jpg,50,Starfire,Model,59,DC Comics,Tamaranean,33,80,71 kg
good,55,90,Blue,Female,Blond,165 cm,633,https://www.superherodb.com/pictures2/portraits/10/100/1326.jpg,63,Stargirl,-,87,DC Comics,Human,25,80,62 kg
good,40,50,Brown,Male,Black,170 cm,634,https://www.superherodb.com/pictures2/portraits/10/100/1471.jpg,69,Static,Student,90,DC Comics,Mutant,42,8,63 kg
good,64,90,Brown,Male,No Hair,201 cm,635,https://www.superherodb.com/pictures2/portraits/10/100/1383.jpg,81,Steel,"Weapons designer, former steelworker",64,DC Comics,null,53,82,131 kg
good,10,10,-,Female,Blond,0 cm,636,https://www.superherodb.com/pictures2/portraits/10/100/1355.jpg,69,Stephanie Powell,Executive Vice President of Research at Global Tech,24,ABC Studios,null,54,10,0 kg
bad,100,100,Red,Male,Black,183 cm,637,https://www.superherodb.com/pictures2/portraits/10/100/10653.jpg,94,Steppenwolf,-,100,DC Comics,New God,83,100,91 kg
good,75,30,Blue,Female,White,180 cm,638,https://www.superherodb.com/pictures2/portraits/10/100/135.jpg,75,Storm,Adventurer,88,Marvel Comics,Mutant,47,10,57 kg
bad,20,15,-,Male,-,183 cm,639,https://www.superherodb.com/pictures2/portraits/10/100/10539.jpg,10,Stormtrooper,-,5,George Lucas,Human,8,8,0 kg
good,70,25,brown,Male,black,173 cm,640,https://www.superherodb.com/pictures2/portraits/10/100/138.jpg,63,Sunspot,"Adventurer, businessman",90,Marvel Comics,Mutant,35,63,77 kg
good,60,90,Blue,Male,Black,170 cm,641,https://www.superherodb.com/pictures2/portraits/10/100/789.jpg,75,Superboy,-,95,DC Comics,null,83,95,68 kg
bad,85,100,Blue,Male,Black / Blue,180 cm,642,https://www.superherodb.com/pictures2/portraits/10/100/1535.jpg,94,Superboy-Prime,-,100,DC Comics,Kryptonian,100,100,77 kg
good,75,100,Blue,Female,Blond,165 cm,643,https://www.superherodb.com/pictures2/portraits/10/100/790.jpg,94,Supergirl,"Intern, Adventurer, Student, Crime-Fighter",100,DC Comics,Kryptonian,100,100,54 kg
good,85,100,Blue,Male,Black,191 cm,644,https://www.superherodb.com/pictures2/portraits/10/100/791.jpg,94,Superman,Reporter for the Daily Planet and novelist,100,Superman Prime One-Million,Kryptonian,100,100,101 kg
bad,55,100,Red,Male,No Hair,0 cm,645,https://www.superherodb.com/pictures2/portraits/10/100/792.jpg,88,Swamp Thing,"Planet Elemental, former Biochemist",100,DC Comics,God / Eternal,25,95,0 kg
bad,35,90,Yellow,Male,No Hair,196 cm,646,https://www.superherodb.com/pictures2/portraits/10/100/10428.jpg,75,Swarm,Ph.D. in toxicology & entomology,38,Marvel Comics,Mutant,50,18,47 kg
bad,56,28,-,Male,-,0 cm,647,https://www.superherodb.com/pictures2/portraits/10/100/953.jpg,75,Sylar,Timepiece restorer,91,NBC - Heroes,null,12,10,0 kg
good,56,28,Brown,Male,Black,180 cm,648,https://www.superherodb.com/pictures2/portraits/10/100/175.jpg,75,Synch,Student,74,Marvel Comics,null,23,67,74 kg
bad,75,100,-,Male,-,183 cm,649,https://www.superherodb.com/pictures2/portraits/10/100/10411.jpg,75,T-1000,-,100,Dark Horse Comics,Android,33,34,146 kg
bad,65,60,Red,Male,-,0 cm,650,https://www.superherodb.com/pictures2/portraits/10/100/10409.jpg,75,T-800,Assassin,73,Dark Horse Comics,Cyborg,17,34,176 kg
bad,75,90,Red,Male,-,0 cm,651,https://www.superherodb.com/pictures2/portraits/10/100/10410.jpg,75,T-850,Assassin,83,Dark Horse Comics,Cyborg,25,80,198 kg
bad,80,85,-,Female,-,0 cm,652,https://www.superherodb.com/pictures2/portraits/10/100/10412.jpg,75,T-X,Assassin / Genesis Overseer,100,Dark Horse Comics,Cyborg,29,63,149 kg
bad,100,20,Brown,Male,Brown,188 cm,653,https://www.superherodb.com/pictures2/portraits/10/100/21.jpg,75,Taskmaster,"Sheriff, Assassin, Mercenary; formerly Military Trainer, Combat Instructor, Head of Initiative training camp",63,Marvel Comics,Human,50,12,99 kg
good,60,28,Brown,Female,Black,163 cm,654,https://www.superherodb.com/pictures2/portraits/10/100/1407.jpg,38,Tempest,-,66,Angel Salvadore,null,45,10,54 kg
bad,80,100,Red,Male,No Hair,201 cm,655,https://www.superherodb.com/pictures2/portraits/10/100/1305.jpg,100,Thanos,"Conqueror, worshiper of Death",100,Marvel Comics,Eternal,33,100,443 kg
good,64,32,-,Male,-,0 cm,656,https://www.superherodb.com/pictures2/portraits/10/100/1375.jpg,38,The Cape,-,22,null,null,23,10,0 kg
neutral,80,10,Brown,Male,Black,188 cm,657,https://www.superherodb.com/pictures2/portraits/10/100/1062.jpg,63,The Comedian,Former Adventurer; Government Agent,12,DC Comics,Human,17,14,101 kg
good,80,100,Blue,Male,No Hair,183 cm,658,https://www.superherodb.com/pictures2/portraits/10/100/139.jpg,75,Thing,"Adventurer, former Air Force test pilot",38,Marvel Comics,Human / Radiation,21,84,225 kg
good,100,100,Blue,Male,Blond,198 cm,659,https://www.superherodb.com/pictures2/portraits/10/100/140.jpg,69,Thor,King of Asgard; formerly EMS Technician; Physician,100,Rune King Thor,Asgardian,83,100,288 kg
good,70,84,Blue,Female,Blond,175 cm,660,https://www.superherodb.com/pictures2/portraits/10/100/1296.jpg,75,Thor Girl,-,100,Marvel Comics,Asgardian,70,83,143 kg
good,70,32,Brown,Male,Black,185 cm,661,https://www.superherodb.com/pictures2/portraits/10/100/611.jpg,50,Thunderbird,"Former adventurer, student, Marine",13,Marvel Comics,null,27,32,101 kg
good,null,null,-,Male,-,0 cm,662,https://www.superherodb.com/pictures2/portraits/10/100/927.jpg,null,Thunderbird II,-,null,Warpath,null,null,null,0 kg
good,null,null,Brown,Male,Black,175 cm,663,https://www.superherodb.com/pictures2/portraits/10/100/141.jpg,null,Thunderbird III,Adventurer,null,Marvel Comics,null,null,null,74 kg
good,72,84,Blue,Male,Blond,198 cm,664,https://www.superherodb.com/pictures2/portraits/10/100/177.jpg,63,Thunderstrike,"(as Thunderstrike) Adventurer, crimefighter, (as Masterson) Architect",42,Marvel Comics,null,70,80,288 kg
good,54,64,Green,Female,Red,218 cm,665,https://www.superherodb.com/pictures2/portraits/10/100/508.jpg,38,Thundra,"Ruler, warrior",26,Marvel Comics,null,32,81,158 kg
bad,28,70,Grey,Male,No Hair,185 cm,666,https://www.superherodb.com/pictures2/portraits/10/100/10047.jpg,38,Tiger Shark,-,51,Marvel Comics,Human,46,72,203 kg
good,90,38,Green,Female,Auburn,178 cm,667,https://www.superherodb.com/pictures2/portraits/10/100/42.jpg,63,Tigra,"Laboratory assistant, model, adventurer, NYC police",33,Marvel Comics,null,53,32,81 kg
bad,14,14,Brown,Male,White,163 cm,668,https://www.superherodb.com/pictures2/portraits/10/100/1036.jpg,100,Tinkerer,Inventor and technician serving the underworld,10,Marvel Comics,null,23,10,54 kg
good,null,null,-,Male,-,0 cm,669,https://www.superherodb.com/pictures2/portraits/10/100/1154.jpg,null,Titan,-,null,HarperCollins,null,null,null,0 kg
neutral,28,56,Black,Male,Brown,175 cm,670,https://www.superherodb.com/pictures2/portraits/10/100/1125.jpg,50,Toad,Former criminal,70,Marvel Comics,Mutant,58,34,76 kg
good,70,84,Blue,Male,Brown,188 cm,671,https://www.superherodb.com/pictures2/portraits/10/100/848.jpg,56,Toxin,Police officer,82,Marvel Comics,Symbiote,70,73,97 kg
good,70,85,Black,Male,Blond,191 cm,672,https://www.superherodb.com/pictures2/portraits/10/100/10494.jpg,75,Toxin,"Vigilante; former symbiote hunter, shelter attendant, government operative, journalist for the Daily Globe",97,Anti-Venom,Symbiote,42,80,117 kg
good,null,null,-,Female,-,0 cm,673,https://www.superherodb.com/pictures2/portraits/10/100/1312.jpg,null,Tracy Strauss,"Former aide to Senator Nathan Petrelli, Former Pinehearst consultant, former political adviser to Governor Robert Malden",null,NBC - Heroes,null,null,null,0 kg
-,null,null,Blue,Male,Blond,183 cm,674,https://www.superherodb.com/pictures2/portraits/10/100/1468.jpg,null,Trickster,"Special effects designer, con artist",null,DC Comics,Human,null,null,81 kg
bad,null,null,Yellow,Male,Black,0 cm,675,https://www.superherodb.com/pictures2/portraits/10/100/10703.jpg,null,Trigon,-,null,DC Comics,God / Eternal,null,99,0 kg
good,42,42,Purple,Female,Brown,168 cm,676,https://www.superherodb.com/pictures2/portraits/10/100/1185.jpg,63,Triplicate Girl,-,44,DC Comics,null,23,10,59 kg
good,55,65,Green,Male,No Hair,188 cm,677,https://www.superherodb.com/pictures2/portraits/10/100/513.jpg,56,Triton,-,35,Marvel Comics,Inhuman,50,63,86 kg
bad,28,14,-,Male,-,183 cm,678,https://www.superherodb.com/pictures2/portraits/10/100/802.jpg,88,Two-Face,Reformed criminal; former district attorney,9,DC Comics,null,12,10,82 kg
good,80,70,Blue,Female,Blond,168 cm,679,https://www.superherodb.com/pictures2/portraits/10/100/1295.jpg,50,Ultragirl,Model,35,Marvel Comics,null,35,80,105 kg
bad,64,100,Red,Male,-,206 cm,680,https://www.superherodb.com/pictures2/portraits/10/100/1339.jpg,88,Ultron,"Mass murderer, scientist, would-be world conqueror, ruler of Phalanx",100,Marvel Comics,Android,42,83,331 kg
bad,64,84,Blue,Male,White,15.2 meters,681,https://www.superherodb.com/pictures2/portraits/10/100/1484.jpg,50,Utgard-Loki,Monarch,85,Marvel Comics,Frost Giant,23,80,58 tons
good,null,null,Blue,Female,Strawberry Blond,168 cm,682,https://www.superherodb.com/pictures2/portraits/10/100/145.jpg,null,Vagabond,Adventurer,null,Marvel Comics,null,null,null,54 kg
good,null,null,Hazel,Female,Black,175 cm,683,https://www.superherodb.com/pictures2/portraits/10/100/1004.jpg,null,Valerie Hart,"Vigilante, Superhero",null,Team Epic TV,null,null,null,56 kg
good,null,null,Blue,Female,Blond,191 cm,684,https://www.superherodb.com/pictures2/portraits/10/100/147.jpg,null,Valkyrie,"Chooser of the Slain, Adventurer",null,Marvel Comics,null,null,94,214 kg
bad,42,56,Green,Male,No Hair,165 cm,685,https://www.superherodb.com/pictures2/portraits/10/100/1105.jpg,63,Vanisher,"Professional criminal, former subversive",61,Marvel Comics,null,75,10,79 kg
bad,100,95,-,Male,Black,168 cm,686,https://www.superherodb.com/pictures2/portraits/10/100/1206.jpg,81,Vegeta,-,100,Shueisha,Saiyan,92,100,73 kg
bad,84,84,Blue,Male,Strawberry Blond,191 cm,687,https://www.superherodb.com/pictures2/portraits/10/100/22.jpg,75,Venom,"Vigilante; former journalist for the Daily Globe, government operative",86,Anti-Venom,Symbiote,65,57,117 kg
bad,56,70,Brown,Male,Black,175 cm,688,https://www.superherodb.com/pictures2/portraits/10/100/1124.jpg,50,Venom II,-,54,Marvel Comics,null,47,57,50 kg
bad,56,90,Brown,Male,Brown,229 cm,689,https://www.superherodb.com/pictures2/portraits/10/100/1042.jpg,63,Venom III,"Government operative; former professional criminal, private eye",73,Scorpion,Symbiote,35,73,334 kg
-,100,100,-,Male,-,226 cm,690,https://www.superherodb.com/pictures2/portraits/10/100/10618.jpg,69,Venompool,Conqueror; Adventurer,100,Deadpool,Symbiote,63,57,0 kg
good,null,null,Blue,Female,Silver,168 cm,691,https://www.superherodb.com/pictures2/portraits/10/100/149.jpg,null,Vertigo II,Assassin,null,Blaquesmith,null,null,null,52 kg
good,30,30,Brown,Male,Black,178 cm,692,https://www.superherodb.com/pictures2/portraits/10/100/10509.jpg,50,Vibe,-,99,DC Comics,Human,17,10,71 kg
good,70,64,Green,Female,Red,165 cm,693,https://www.superherodb.com/pictures2/portraits/10/100/150.jpg,63,Vindicator,"former secretary, researcher",58,Vindicator II,Human,53,63,54 kg
good,null,null,-,Male,-,0 cm,694,https://www.superherodb.com/pictures2/portraits/10/100/530.jpg,null,Vindicator,-,null,Marvel Comics,null,null,null,0 kg
bad,null,null,-,Male,-,0 cm,695,https://www.superherodb.com/pictures2/portraits/10/100/1064.jpg,null,Violator,-,null,Image Comics,null,null,53,0 kg
good,15,50,Violet,Female,Black,137 cm,696,https://www.superherodb.com/pictures2/portraits/10/100/825.jpg,56,Violet Parr,-,79,Dark Horse Comics,Human,13,9,41 kg
good,70,95,Gold,Male,No Hair,191 cm,697,https://www.superherodb.com/pictures2/portraits/10/100/532.jpg,100,Vision,-,100,Anti-Vision,Android,54,72,135 kg
good,null,null,Red,-,No Hair,191 cm,698,https://www.superherodb.com/pictures2/portraits/10/100/151.jpg,null,Vision II,Adventurer,null,Anti-Vision,null,null,null,135 kg
good,25,50,Amber,Female,Black,175 cm,699,https://www.superherodb.com/pictures2/portraits/10/100/10109.jpg,50,Vixen,Former Model,62,DC Comics,Human,50,38,63 kg
good,null,null,Black,Male,Black,0 cm,700,https://www.superherodb.com/pictures2/portraits/10/100/854.jpg,null,Vulcan,-,null,Marvel Comics,null,null,56,0 kg
bad,30,25,Brown,Male,No Hair,180 cm,701,https://www.superherodb.com/pictures2/portraits/10/100/1031.jpg,75,Vulture,Professional criminal; formerly electronics engineer,26,Marvel Comics,Human,42,22,79 kg
bad,20,50,Blue,Male,Black,183 cm,702,https://www.superherodb.com/pictures2/portraits/10/100/10058.jpg,50,Walrus,Cab driver,11,Marvel Comics,Human,8,28,162 kg
good,85,100,Brown,Male,Brown,185 cm,703,https://www.superherodb.com/pictures2/portraits/10/100/536.jpg,63,War Machine,"Initiative instructor, adventurer, government agent; formerly: Sentinel Squad O*N*E combat instructor, soldier, pilot",100,Marvel Comics,Human,63,80,95 kg
good,null,null,Blue,Female,Blond,180 cm,704,https://www.superherodb.com/pictures2/portraits/10/100/153.jpg,null,Warbird,"Former National Aeronautics and Space Administration security Chief, former magazine editor, former freelance writer, former military intelligence officer.",null,Binary,null,null,null,54 kg
good,95,95,Red,Male,Blond,188 cm,705,https://www.superherodb.com/pictures2/portraits/10/100/154.jpg,88,Warlock,"Avenger, savior of worlds",71,Marvel Comics,null,79,36,108 kg
bad,50,28,Brown,Male,Black,173 cm,706,https://www.superherodb.com/pictures2/portraits/10/100/1353.jpg,38,Warp,-,85,DC Comics,null,23,10,67 kg
good,84,70,Brown,Male,Black,218 cm,707,https://www.superherodb.com/pictures2/portraits/10/100/541.jpg,38,Warpath,Adventurer,26,Thunderbird II,Mutant,47,72,158 kg
good,42,52,Blue,Female,Auburn,163 cm,708,https://www.superherodb.com/pictures2/portraits/10/100/155.jpg,63,Wasp,"Adventurer, fashion designer, independently wealthy socialite",29,Marvel Comics,Human,58,17,50 kg
good,56,89,-,Male,-,0 cm,709,https://www.superherodb.com/pictures2/portraits/10/100/516.jpg,100,Watcher,-,100,Marvel Comics,null,67,80,0 kg
bad,null,null,-,Male,-,0 cm,710,https://www.superherodb.com/pictures2/portraits/10/100/1318.jpg,null,Weapon XI,-,null,Marvel Comics,null,null,null,0 kg
bad,90,15,Brown,Female,Black,0 cm,711,https://www.superherodb.com/pictures2/portraits/10/100/10542.jpg,63,White Canary,-,49,DC Comics,Human,33,7,0 kg
good,null,null,Blue,Female,Blond,178 cm,712,https://www.superherodb.com/pictures2/portraits/10/100/157.jpg,null,White Queen,"Co-Headmistress of Xavier Institute, Chairperson of the Board and Chief Executive of Frost International",null,Marvel Comics,null,null,null,65 kg
good,42,100,-,Male,-,0 cm,713,https://www.superherodb.com/pictures2/portraits/10/100/1186.jpg,50,Wildfire,-,77,DC Comics,null,23,32,0 kg
good,84,65,Brown,Male,Brown,175 cm,714,https://www.superherodb.com/pictures2/portraits/10/100/10027.jpg,56,Winter Soldier,"Adventurer; former SHIELD operative, Assassin (See Note under ""Winter Soldier"" article), Army Mascot, Student",60,Marvel Comics,Human,35,32,117 kg
good,null,null,Brown,-,Black,140 cm,715,https://www.superherodb.com/pictures2/portraits/10/100/159.jpg,null,Wiz Kid,Student,null,Marvel Comics,null,null,null,39 kg
good,42,42,Green,Female,Auburn,366 cm,716,https://www.superherodb.com/pictures2/portraits/10/100/160.jpg,38,Wolfsbane,Teacher,26,Marvel Comics,null,35,16,473 kg
good,100,100,Blue,Male,Black,160 cm,717,https://www.superherodb.com/pictures2/portraits/10/100/161.jpg,63,Wolverine,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner",89,Marvel Comics,Mutant,50,32,135 kg
good,60,80,Blue,Female,Blond,165 cm,718,https://www.superherodb.com/pictures2/portraits/10/100/1497.jpg,75,Wonder Girl,-,39,DC Comics,Demi-God,25,90,51 kg
good,64,90,Red,Male,Black,188 cm,719,https://www.superherodb.com/pictures2/portraits/10/100/162.jpg,75,Wonder Man,"Former industrialist, now stuntman, actor, adventurer",64,Marvel Comics,null,53,100,171 kg
good,100,100,Blue,Female,Black,183 cm,720,https://www.superherodb.com/pictures2/portraits/10/100/807.jpg,88,Wonder Woman,"Adventurer, Emissary to the world of Man, Protector of Paradise Island; former Goddess of Truth",100,DC Comics,Amazon,79,100,74 kg
good,null,null,-,Female,-,0 cm,721,https://www.superherodb.com/pictures2/portraits/10/100/1290.jpg,null,Wondra,-,null,Marvel Comics,null,null,null,0 kg
good,56,1,Brown,Male,Black,196 cm,722,https://www.superherodb.com/pictures2/portraits/10/100/164.jpg,10,Wyatt Wingfoot,Occasional adventurer,1,Marvel Comics,null,12,10,117 kg
good,95,100,Green,Female,Black,155 cm,723,https://www.superherodb.com/pictures2/portraits/10/100/565.jpg,75,X-23,"Adventurer, Student, former; Assassin, Prostitute",55,Marvel Comics,Mutant / Clone,42,24,50 kg
good,84,95,Blue,Male,Brown,175 cm,724,https://www.superherodb.com/pictures2/portraits/10/100/1150.jpg,88,X-Man,"Former shaman, adventurer, freedom fighter",100,Marvel Comics,null,53,53,61 kg
bad,null,null,Blue,Male,No Hair,188 cm,725,https://www.superherodb.com/pictures2/portraits/10/100/23.jpg,null,Yellow Claw,Would-be conqueror,null,Marvel Comics,null,null,null,95 kg
good,14,28,Blue,Male,Blond,183 cm,726,https://www.superherodb.com/pictures2/portraits/10/100/70.jpg,88,Yellowjacket,"Adventurer, Biochemist, former manager of Avengers Compound",12,Ant-Man,Human,12,10,83 kg
good,28,28,Blue,Female,Strawberry Blond,165 cm,727,https://www.superherodb.com/pictures2/portraits/10/100/178.jpg,50,Yellowjacket II,"Adventurer; former criminal, electronics engineer",31,Marvel Comics,Human,35,10,52 kg
good,28,100,White,Male,No Hair,304.8 meters,728,https://www.superherodb.com/pictures2/portraits/10/100/179.jpg,50,Ymir,-,98,Marvel Comics,Frost Giant,27,100,0 kg
good,90,25,Brown,Male,White,66 cm,729,https://www.superherodb.com/pictures2/portraits/10/100/10454.jpg,88,Yoda,-,100,George Lucas,Yoda's species,33,52,17 kg
